ID	sentiment	sentence
699	 	first ed mcmahon... now farrah fawcett. sad business. i send my prayers to her family and friends
700	 	@ no problem at all! hope you enjoy your vacay on the island!
701	 	@ ay. such a night bird. better make friends with the owl. 
702	 	last day at the beautiful beach 
703	 	@ good grade! i think i failed; won't work through our firewall. 
704	 	@ i wish i got paid to dance too-- id be paid! lol but with no benefits boo!
705	 	is going iranian again today on twitter. gotta love false flag operations. they are very fun to do.
706	 	everywhere i look...happy pregnant people. i miss my midwife 
707	 	play half a game, get a whole snow cone 
708	 	@ well, it's sunny and nice outside, so i guess that's good! &amp; i just finished my english exam. 
709	 	rip farrah fawcett. rest in peace. 
710	 	@ cuz you ain't take me lol
711	 	ok so i woke up late and i am now starting to drink the oral solution 
712	 	almost to cornelius pass. gonna lose reception soon. 
713	 	@ dude u r a great artist any way i hope you come to turkey i would realy like to watch your concert it would be awsome 
714	 	@ she died? aww URL
715	 	i'm at the doctor's in my boxers waiting to be seen 
716	 	rip to the original charlies angel farrah fawcett 
717	 	why hadn't to tell me that earlier? i would do anything to see the &quot;cute&quot; dog again 
718	 	stupid stupid stupid library... dosent have the book i want how lame is that?
719	 	@ happy birthday!! 
720	 	just returned from ze college! political sience vs natasha 0-1 
721	 	62 was the age my grandmother died from lung cancer. i never got to meet her. 
722	 	@ i admire awesome khloe!! dd 
723	 	@ muh. when i drove by mcdonalds, i only had 50 pesos left in my wallet so i had to buy the chicken fillet meal lang. fail. 
724	 	@ yeah! she's so beautiful! 
725	 	im so sad farrah fawcett died. she was a true angel rip
726	 	rest in peace farrah 
727	 	man, farrah fawcett just lost her battle with cancer.... i read that she only had hours left this morning. what a bummer.
728	 	@ isn't it a great idea? aww your back got even worse? i'm so sorry. my foot is still in a cast so i can empathize in a way 
729	 	i have church thur and am always forgetting i can watch fbc on line until thurs. 
730	 	i had about five bites of cottage cheese for bfst - that is it! i'm dying for lunch. i feel weak and shakey. 
731	 	screw you nz!! especialy middle finger credit to daniel vitory!....lol sri lanka thru to the semis...buahahha... 
732	 	my voice is fucked lately,i cant even sing emily anymore wtf.
733	 	@ aww, nice what's that? &lt;3
734	 	day off...good stuff 
735	 	aw rip farrah fawcett. what a beautiful woman. praying for her family, especially her dad 
736	 	i thought i felt better....and then i tried standing up....not so much 
737	 	rest in peace farrah fawcett you will honestly never be forgotten
738	 	omg how good is ben and jerrys cookie dough icecream...come one really well good lol, justwaitin to have a bbq hope its stays like this 
739	 	last session.... it's sad ... going to be back home in 2 days
740	 	plenty more e-mails to get through tonight 
741	 	@ uh oh i'm telling lol jk guess no show today 
742	 	no more drives. =d license in a moth 
743	 	@ okay, i'm kinda late on a response so goodmorning! hahaha @ (lol) your welcome 
744	 	just watched twitter facebook. now i'm twittering about it URL
745	 	@ i would have bought one if you had put one up with 1gb of ram. 
746	 	i'm upset i can't make my 'she can farrah faw-sit on my dick anytime' joke anymore 
747	 	@ you're in the movie im watching - i am sam 
748	 	is really really sad that farrah fawcett died!! 
749	 	my i &lt;3 august bracelet fell off. good thing the beads are neon and sparkly.
750	 	happiness is truly transferable so if you see people without a smile today, give them one of yours 
751	 	@ what can i say... i am the man! ha
752	 	#farrah fawcett has passed away. URL by @ [1611]
753	 	@ i am lost. please help me find a good home. 
754	 	ahnothing like doing hay for the bfs parents not done yet but today we arent working 300 bales + yay right plus they have a pool (hot )
755	 	drama on facebook and thunder clouds = just peachy 
756	 	@ seen this morning, 
757	 	wondering what makes some people think stealing is ok. stold my ipod from the 4 runner, climbed in the back window during the night 
758	 	going campingg! 
759	 	&amp; i get a text from everyone except the one person i really wanna talk to... why did i fall so hard, so quick? 
760	 	not looking forward to going to college again tomoz, for leavers thing!! 
761	 	@ i can't haz kittenz tonite?? 
762	 	no disciple talkback in ylo tent. replaced with stellar kart. #creationfest
763	 	has to work!! 
764	 	@ i'm in plano (190 &amp; midway) far from uptown, trust me 
765	 	@ oh that sounds so good!! enjoy 
766	 	@ awesome! hope you like it! 
767	 	i am sorry i am so touchy right now 
768	 	@ if it makes you feel any better, at least they're not girls... but then again, maybe gay guys are like girls? sorry. 
769	 	is down in the dumps 
770	 	cant take watchin neda die like that. so heartbreaken 
771	 	seven daayss! yaay @ @ @
772	 	@ yeah it's very irritating, right? but with god on your side, you cant fail. 
773	 	@ - and that's a problem?? 
774	 	@ actually the drive failure was in the file server at home. lost about 300gb. site being down is another issue entirely. 
775	 	whoo! i actually had a post about jonas that wasn't hated on! lvatt is amazing! 
776	 	i am a m i l f..dont you forget...wash it away now...your messin with a southern girl.........oh tori, say it just so sometimes 
777	 	@ definitely shouldn't be ashamed! 
778	 	new incubus musics and a night with my best fran at the veronicas concert... today is gonna be good 
779	 	back from the city...i`ve got new shoes 
780	 	first ed, now farrah. 
781	 	ok moms home and i passed! woo!...wait, that means...no more mackey... noo -cries- 
782	 	rest in peace farrah fawcett 
783	 	so sad about farrah fawcett. rip 
784	 	getting ready, work 2-10 tonight. 
785	 	@ the new albums amazingg 
786	 	beach in a week 
787	 	@ im laying in bed trying not to puke, listening to illegal music, and booking spain....a ga show yay for broken ribs!
788	 	@ wow i live in phoenix (for the time being-moving to cali). it's hot as hell here 
789	 	has made it to 1 year with #mrsykes and it feels good... 
790	 	damnit, option #1 just called to try working something out. i'm sad but at least i have a place to live.
791	 	@ just looking here in pittsburgh. slowly movin up in the world 
792	 	watching my fav film. 
793	 	@ sounds like a wonderful time you got planned enjoy!
794	 	@ sheesh! that's a lot of money! you've reminded me to put my stuff away and keep it nice. 
795	 	doesn't know what to do today...very boredd 
796	 	@ wow, that is so sad rest in peace, farrah fawcett!
797	 	ugghh. my wrists hurt soo badd today!! can i go home now?? 
798	 	jonasbrotherss&lt;3 im sitting around doing chores &amp; watching tv 
799	 	URL hilarious must watch ! 
800	 	the price to pay to look bit better, is blistered feet and bloody feet 
801	 	hi everyone.busy day working ,out again tonight so catch up later.funeral to go to tomorrow 
802	 	i'm in class! political science.. 
803	 	good morning!! i'm making cookies today 
804	 	@ aha, thankyou 
805	 	@ i feel bad her and ryan didn't get to remarry before she passed 
806	 	starts summer school today 
807	 	ello all just joined as thought mite as well 
808	 	@ our office is soo busy we wouldn't have time to tweet...but it would be cool if we did! 
809	 	@ happy birthdayy! there, i've both facebooked and twittered my birthday message! haha xx
810	 	@ yes he does. fyi, tutor me on your editing! 
811	 	i think i missed @ 
812	 	@ i dunno but it sucks 
813	 	10.40 start and 12.30 finish tomorrow! yess. &lt;3 college x
814	 	just left factory pr spying with my lil eye on the mcm bunny i don't see him today 
815	 	@ just tell @ not to tweet @ you guys aren't 2.0, you're 3.0!! enjoy a lovely evening roz's cottage rocks!
816	 	last day of pre-production for the new shit 
817	 	@ pls tell me u guys will make a new album i am sitting in my room cryin my eyes out if u r done i hav nothin to livr for 
818	 	my william(khj) resting at home : URL
819	 	sitting in the parking lot back from lunch...i dont want to go inside too perfect out for laying in the pool
820	 	@ oh wow that sounds great! x
821	 	@ is it true we can't add the unlimited bolt one any more? i want to get 3gs but 500 sms isn't realistic for me?! advise please 
822	 	@ @ ty both i appreciate it!
823	 	@ don't know...personal reasons 
824	 	and the rain is here again! 
825	 	getting ready to have a picnic in the park w/ muh partner in crime and bestie! oh! press ctrl+t and then ctrl+f on itunes for a surprise! 
826	 	@ interesting business model you've got there. also great way to get some nice pr for yourselves!! URL
827	 	she was a fellow texan... 
828	 	@ love, good health and a 
829	 	don't wanna get ready for work! ugh!! 
830	 	@ omg, i lovee frosted flakes with bananas on top. i didn't know anybody else knew about that... 
831	 	@ crack on then! 
832	 	@ statusnotifier doesn't work. 
833	 	at work, and very bored 
834	 	@ why u send ya condolences to me? cuz of farrah 
835	 	is wondering about this whole being a wife thing...i don't think ill be good at it! little things messing with my vacay 
836	 	@ im constantly thinking of and looking for cool new phrases to put on fb and twitter 
837	 	@ she past away?.. oh rip.
838	 	@ the scandal...the titties on san pedro...and the booze!! ha!! 
839	 	why can't i be happy..? 
840	 	i'm not sure if you have heard, but farrah fawcet has passed away 
841	 	why am tipsy at 1:30 in the afternoon. thanks theresa! sad u r leaving 
842	 	last day of vacation... 
843	 	@ loved the cameo, made me chuckle! along with your sxsw talk over the past couple of shows 
844	 	puuhh.. -.- miry and sheeny are going to new york.. *träum*
845	 	#random i love it when he calls me beautiful 
846	 	going grocery shopping 
847	 	@ yeah, twitter lately = epic fail 
848	 	@ aww bet you are a lovely sis! thing that gets me is not 1 of my friends felt bad for my daughter, just had go at me 
849	 	@ i hate you. he's still on my bed though 
850	 	@ aww u aint taking me lol
851	 	just missed my bus guess things could be worse... URL
852	 	sports day tomorrow. woo! 
853	 	thanks to @ the blood gushing out of me will hopefully stop...what idiot drops a knife and stabs herself 
854	 	i lost my wallet night before last at the opening of transformers. lame 
855	 	URL - email from @ 
856	 	@ you're welcome. hope you had a great weekend! can't believe how fast they go, lol.
857	 	@ im sorry i hope u feel better cuz i love u and it makes feel horrible when ur sick or sad or mad or hurt 
858	 	@ haha i totally would but fh austin didn't even call me back. i'm sure la would be less inclined 
859	 	remembering farrah fawcett 
860	 	amiin... really really big big big thanks @ @ @ @ @ @
861	 	@ ur welcome 
862	 	@ agreed! 
863	 	@ the pimp in all white plus a cane tweet made me smile. thank you for sharing. 
864	 	@ hmm.. i did not..i guess i'll be there!! thnx for the heads up! #smtb
865	 	starting summer class next week ugh not excited 
866	 	oh. i want them together again! 
867	 	rip farrah fawcett... that's a tough loss 
868	 	@ no job actually. but there have been plenty of odd jobs to get me by so far. i'll be your screen cleaning intern. 
869	 	oow bad tummy. stop hurting charlotte! you just ate &gt;_&lt;
870	 	@ yess! the counter has a lot of space! 
871	 	how can the sims not come @ oh well... yeah u need to get back to cc asap
872	 	@ @ drinking water trick totally worked guys... didn't cry once 
873	 	bloem is madness. overdose of laughter. good times so far 
874	 	sad week in hollywood. farrah and ed within days of one another 
875	 	URL - at photoshoot waiting for my cue. campus. with clouds! 
876	 	the poster's ingrained in my brain. farrah fawcett rip. every boy's crush my age. 
877	 	@ yea,not til september 
878	 	too tired to press another button..goodnight guys! sweet dreams!
879	 	looking at 12:30 or 1 pm today for lunch at max and erma's in kenwood. who's with us? spread the word! 
880	 	@ you are my new shoe hero! a woman after my own heart. &lt;3 shoes but don't &lt;3 paying full price, ever! hahah.
881	 	love my family, but seriously needed a break!! fearing i may have a few more cavas (bottle) before the barcelona girl's geek dinner 
882	 	well......had the midwife today and the evil evil woman gave me my anti d jab which hurt like hell but its all for the baby. i think ...
883	 	@ - i really do feel bad about the poor little thing. 
884	 	@ being enamoured 
885	 	still at work, meeting... boring! 
886	 	and i think it has a mind of its own,like it always ring when i'm taking a leak..jeez that makes whole thing embarrassingly musical 
887	 	need some answers!! birthday this sunday! decided gloucester road pasha saturday night some nice food and belly dancing 
888	 	@ yeah. and we forgot to write the shortest path problem 
889	 	wow..i beat @ @ and @ with the farrah fawcett news. those celeb news sites gotta step it up! 
890	 	enjoyin' a lazy day off and making/finishing presies for a few of my fav. sisters leave some ♥
891	 	omg farrah fawcett so sad...i watched that documentary she did so freakin sad cried for 2 hours straight...no lie! rip angel 
892	 	to whoever invented philly cheese steaks, i thank you, and right now so does my tummy. 
893	 	still can't find the new iphone 
894	 	@ sorry, you're a day too late. i finished my last physics exam two hours ago, and i'm never touching it again. ever! 
895	 	hate how someone else took my nick 
896	 	have to go look for a job today... that's gonna be funn 
897	 	so here it is. electric shock torture test day. i will let you know how much i hated it when it's over! 
898	 	@ noo idea on that one lol
899	 	i haz a big piece of carrot cake to take home! 
900	 	@ i can see you saying that . . . 
901	 	i was just thinking of farrah fawcett the other day rest in peace farrah
902	 	farrah is dead 
903	 	project migrated from cvs to svn. finally! 
904	 	sad news every1 farrah fawcett has died of cancer at age 62 
905	 	so much pain 
906	 	thanks for the tips (especially @ the power to create boredom comes, of course, with their future ppt use, not my presentation 
907	 	charlotte just prayed in tongues for daddy! it was like real.. but who is to know that she is not really praying in tongues? 
908	 	farrah fawcett died today at st. john's health center in los angeles after a courageous and lengthy battle with cancer. 
909	 	now that i am over my cold/flu i can get back to tasting wine today. 
910	 	my homepage still refuses to update. 
911	 	sigh farrah ... i didn't know until a second ago. rip dear. no pain
912	 	oh, gosh. i am watching news video of my friend's home burning. i need to get a hold of her to see if they need anything.
913	 	in summer school drinking redbull blah math is gay :p oh well doing it on the computers better than havn a teacher
914	 	12 hours to go.. and then 
915	 	various games on pc everbody join #jtv URL
916	 	@ deep fried what? 
917	 	@ nice new name how you holding up?
918	 	some ones playing backstreet boys in g hostel 
919	 	@ oh so not anymore? haha, i'm joking, ofcourse he's still cute, he's the 1337 king! thanks for replyin by the way big fan
920	 	not really sure! trying to figure this all out.... 
921	 	my phone is not charging i miss my baby already. this is awful.
922	 	my cavity is gone now! just enjoying my fun slim-fast shake, its actually not too bad 
923	 	@ so yes...@979wnci is playing ns more and more!! thanks @ &amp; @ 
924	 	sick i might have influenza ah1n1 
925	 	just checking our seedlings. they're looking good! the corn and squash are particularly happy 
926	 	i need friends on twitter 
927	 	@ thanks. awesome you will have the whole weekend off. 
928	 	@ it is actually just @ watching @ program. but he is watching on a 37&quot; monitor.. 
929	 	@ it's iranian election fever and it's spreading faster than the swine flu. hope to see your green avatar soon. 
930	 	off 2 work 
931	 	@ thank you how are you today? i hope your having a great morning!
932	 	holy cripes, farrah fawcett died? what a flippin week 
933	 	love you! &lt;33
934	 	@ was trying to win the vip tickets but i couldnt find the website of course i found it now.....after the contest *smh*
935	 	@ maw is in brussels again 
936	 	@ love n miss u. enjoying your momma! 
937	 	@ @ i'd love to see someone juggle tiki torches! i can do torches, but havent tried tiki 
938	 	leaving florida. im soo sad. met soo many guys this on this trip. but it was awesome.
939	 	dinner at subway with peizhi and happily went for meeting as i felt satisfaction with something to submit... 
940	 	errands to run all day..leaving tonight 
941	 	dnt want to get up 
942	 	@ URL - i wanted to be there! he's so cool 
943	 	@ danke. recently migrated to twitterfox. btw, i can't use twitter at work 
944	 	@ how funny father - you pray for sun and i am praying for rain yet christ has heard us both - 
945	 	@ completely agree mitch al nailed it on the head i wish i could of seen her cry 
946	 	@ oh okay i see. i know you need enough money. yeah i got some pics. that pics are really nice. thanks a lot *mai im so glad.
947	 	love you daddy.. you're my favourite photographer.. i'm so sorry.. i will behave.. i know you need my support.. 
948	 	@ amen sweet khloe...farrah is in heaven now a beloved angel...hugzz xoxo 
949	 	my dad is outside working and my poor cat is out in the unbarable heat 
950	 	@ URL - i wish i was there with you but im italian... and i won't see u in concert, im too far. im dyi ...
951	 	my discount code doesnt make much difference... if ur buying from clandestine: code : taylor 10% off
952	 	just for me not only do i feel special, now the whole village hates me for cutting of their phones lines for 4 hours. oops.
953	 	oh no, rest in peace farah. 
954	 	feeling so sad i just realised..it's difficult to be wise..*sigh*
955	 	my cat is missing 
956	 	putting together my kitchen bookshelves my mom bought me yesterday! my house is slowly getting storage. even bigger 
957	 	@ so sorry to hear that. i don't know if those kinds of things ever get any easier. but i'm sure she's grateful u wr there
958	 	aww how tragic!! rip farrah fawcett! she will always be remembered.
959	 	had my car broken into 
960	 	what's the view out of your window right now? mine is my veggie garden.... hoping to work in it tonight - unless it storms 50% chance.
961	 	@ @ did you got anything from kinokuniya? now, im cravng to read her newest novel of @ -being nikki. curious!
962	 	doing some major coffee ... 
963	 	last day of highschool &amp; were already late ahhahah 
964	 	@ that's fine. don't fall asleep and miss your flight! that'd be bad.
965	 	sigh...sad, sad news: farrah is gone. 
966	 	my blackberrys on the fritz.... 
967	 	last day of co-op!! bout time eh? i'm goin insane lol
968	 	farrah rip we will miss u! &quot;angel of music
969	 	@ either way, looking good! 
970	 	@ i get pressure behind my left eye sometimes hows your essay gone?
971	 	good morning!! 
972	 	ughhers why is it soo hot.. they pools too cold to go in 
973	 	breaking news: farrah fawcett has died after her long cancer battle, according to msnbc headline. 
974	 	the things i cannot change which are my wants, but strong enough to understand what i don't need to change which are my needs. 
975	 	just woke up. missed class because i got 0 sleep last night. 
976	 	82 followers, thats cool cheers for watching me tweet lol, tell your friends to follow me too, i want 100 followers 
977	 	leavers bbq was nothing special 
978	 	@ yeah what about remotes for your car ? i couldn't find mine and didn't know how i was gonna get in my car.with your keys dumbass 
979	 	everyone seems to be going on holiday at the moment. i feel so left out 
980	 	doesn't like housing fees... 
981	 	@ i hear you... thinking that i'm going to have to take a year off form burning man for that very reason 
982	 	good morning. breakfast here i come! 
983	 	party like a rocksar -- my motto for tonight 
984	 	@ @ the stain on my couch per my post last night. 
985	 	@ glad you guys made it safe and sound. 
986	 	@ haha, its just for fun, started recently only thou 
987	 	@ eh i already told him the deal. if he follows me i'll follow him. simple as. 
988	 	@ aww!! happy birthday brooke!! hope you have a fabulous day 
989	 	good morn1ng.............. breakfast is screaming @ me right now. then off to work for the rest of the day. happy tuesday 
990	 	@ fucckk!! that is so sad 
991	 	@ lol i get that a lot. it stands for quality management representative ka. 
992	 	ok ppl i'm gna shiny-shine my car now the sun is wake up so time 4 cabrio ride on air: baby bash feat t-pain - cyclone
993	 	i want lvatt to be #1 trending topic 
994	 	omg--can i please find a way 2 leave this after party? perpetual f'in vegas. 
995	 	why don't we name tomorrow &quot;the official los angelenos call in sick day&quot; a.k.a &quot;skip work and go to #lakers parade day&quot; 
996	 	@ 
997	 	is going for deo camp ! 
998	 	i'm spinning around... move out of my way... love me some kylie to put me in a good mood #kylieminogue
999	 	@ you could have been born as an emporer penguin. minus 200, carrying your kids on your feet. no food, water...quit whining 
1000	 	URL - i'm up for one of these 
1001	 	third day of me kick starting to keep a diary, topic: eugenics finally writing something i am interested in!
1002	 	@ @ @ thank you!! 
1003	 	r.i.p. my grandma(royice marcucci) 6.25.2009 at 12:12 central time 
1004	 	@ your call. after all nothing really ever mattered. 
1005	 	@ never mind the site is working now sorry 
1006	 	@ you can't stay unless i come with....
1007	 	URL - packed and ready to go... leaving monday morning 
1008	 	@ thank you for the follow! wish you had a store here on the central coast of california i'll just have to get up to napa
1009	 	@ ok i joined this is totally pointless but im shocked to find you made an actual update after you're rant on the pointlessness!! 
1010	 	happy 38th birthday to my boo of all time!! tupac amaru shakur 
1011	 	i had a feeling she was fighting a losing battle URL
1012	 	just woke up from a little nap... ate a banana eta 8:06
1013	 	farrah fawcett succumbed to the ass-cancer. 
1014	 	@ i didn't get anything if u did 
1015	 	no more beach today grad tonight! watching stand by me &lt;3
1016	 	@ lucky you.. tell him i want one too eh.. i met him at toledo this year so i guess thats good enough for me.
1017	 	@ on @ right now!! yay!! i love reading his blog i wish i knew what he looked like so i could say hi to him at the park lol
1018	 	can i go home yet 
1019	 	i need my daily waalk aint bitchin faair i'm eatin, i'm stuffin my face, i'm overdosin on sweets what more do i have to doo! bloody hell
1020	 	URL - my precious magazine collection. 
1021	 	@ looking forward to tt! vacation wasn't great, will tell ya all about it 
1022	 	@ but are you in any way surprised oa didn't launch today? another job well done scee 
1023	 	i'm sorry for farrah fawcett ,she dies at 62 years 
1024	 	@ thats awful about the homeless guy!! 
1025	 	@ cool! 
1026	 	i am eating peanut butter bagel. it's pretty good. poor farrah fawcett. 
1027	 	woot! been an mvp lead for 1 year today! and, what a year it has been 
1028	 	@ goodmorning miss mcflurry lol 
1029	 	@ fanxs totally appericate that if thats how you spell it 
1030	 	@ @ not here either poo
1031	 	farrah fawcett died this morning. 
1032	 	im fuckin good!! muhahaha!! best sleep of my life!! 
1033	 	@ 
1034	 	@ thanks for the follow! 
1035	 	@ i don't want to hear excuses. it's set for 6-8 but i doubt there'll be an exodus right at 8. i'll stick around. be there!
1036	 	okay, showered and dressed .. feeling a little better now .. hmm, might go for a little walk in the sun 
1037	 	dying without being able to read breaking dawn 
1038	 	@ ahh he's beautiful! so next year you might get to have little baby dragons? i'll enjoy hearing about those! xx
1039	 	pp count down: 10 days. woo selena and demi! 
1040	 	@ &quot;they used to call me anal girl..*spit take*....i was very neat and tidy&quot;. lol!! 
1041	 	good morning chicago, i love this city! 
1042	 	cleaning!! 
1043	 	annd my new (and 1st!) iphone 3g s 32gb white is on it's way to me!! i'm just a bit excited. hehe
1044	 	@ i have no idea what those colours are, i have hardly any mac boo. doing anything this eve? x
1045	 	i want to go to the zoo. 
1046	 	got an exciting event planned for cornwall college saltash, shame i won't be there to see it through 
1047	 	good morning everyone! haha yeah, i just woke up 
1048	 	@ maybe they can't drive 55? buhahaha lamest joke ever. 
1049	 	just saw a hummingbird hit the library window, moved him to the brush where he can recover safely. poor guy URL
1050	 	have hit a snag with race wheels for sunday. 
1051	 	rip farrah fawcett she was such an amazing woman, i'll be praying for her family 
1052	 	@ hey! good morning! how are you this morning?
1053	 	@ and not just someone-- thousands are following @ i guess a mime is a terrible thing to waste. 
1054	 	@ how oppressive does it actually get in seattle. over 90 and sunny in chicago. 
1055	 	@ are you not working anymore? or sleeping? 
1056	 	too many books to read... the good thing is, it is not obligatory. 
1057	 	is so so sad to hear that farrah fawcett passed away. i'm praying for her and her loved ones! 
1058	 	@ i didnt yet...its hard n i need help!! actually sumone just needs to hand me a job, then ill be happy
1059	 	@ hey you, yeah, have'n a okay day thanks, what about you ? 
1060	 	@ wow y! you are on flying fire! go you! 
1061	 	we have to return all of our books tomorrow... it feels awkward! i'm gonna miss my class 
1062	 	@ why no posts in so long? we're missing your sage advice 
1063	 	going to miss horner URL
1064	 	i noticed we r not eating as much as i wanted to 
1065	 	@ black pomme t-shirts are a must. i am tempted to create one in cafepress just because! 
1066	 	working on new stuff, really enjoying learning illustrator 
1067	 	leavin' the office. countdown to my birthday/vacation is getting serious. 
1068	 	haugesund airport, waiting for the oslo plane. ndc09 next 
1069	 	the moment i wake up . . . before i put on my makeup . . . i say a little prayer for you 
1070	 	the sun is shining!! i'm happy. 
1071	 	omg i just fell flat on my face!! haa i'm hideously embarrased! ah well! xx
1072	 	@ i'll be doing something there, i'm sure. dunno what, yet. i hear i'm speaking at it. 
1073	 	@ start putting up $100 every paycheck! we have to prepare ourselves for the future -_-. only $300 is what i'm getting 
1074	 	@ if you can't find some stories you could make today the fallout spoiler show, also i just finished it for my first time yay me
1075	 	@ you're right.. sorry to blight your messages although, to be fair, the time it takes to prove goldberg wrong would take a book.
1076	 	@ hey 
1077	 	@ puff, a lot of nice/talented ppl is leaving this world.. 
1078	 	@ i admire my mum most... cheesy i know but she's given up alot for me to have a better life 
1079	 	wireless access has been installed in the baldwin observatory...too bad it may never be used. luckily, it can help with outdoor coverage 
1080	 	missing jakarta already 
1081	 	@ there's no possible way of doing it without a jailbreak, unfortunately 
1082	 	amazing blendtec video on youtube associated with the e-p1 - go find it! 
1083	 	@ dunno... i'm guessing the same as they prob won't have time to make some alternates. good idea tho, maybe i'll make a couple 
1084	 	@ you will have front seats to everythangg and i'll thank you in my acceptance speach!
1085	 	@ the world will surely miss her so much 
1086	 	just got a haircut! :l anyone want a free school show ticket? 
1087	 	there is no food in my house 
1088	 	goodnaayt sa lahat URL
1089	 	omg cannot believe farrah fawcetts passed on , r.i.p 
1090	 	call me komodo dragon, or kd for short... 
1091	 	@ i would totally smack the person in real life. it goes back to: stop copying me! she's touching me! mom!!
1092	 	@ yup- nyquil is gone 
1093	 	it's already midnight 
1094	 	sometimes love comes around just get back up when it knocks you down. 
1095	 	audio: 03xyou: -from 03xyou.tumblr.com URL
1096	 	i gotta go 2 the orthadonist 2day i dont wanna go!! lol! but we're havin a big bday party 4 my dad 2night and we get 2 swim and eat cake!
1097	 	@ i have already but at times its of great help!
1098	 	rest in peace farrah fawcett 
1099	 	@ yeah so no shopping for a while haha how was your shopping ? xx
1100	 	@ lee's mom is making me go with her tonight bc she doesnt want to sit by herself. p.s. my blackberry came in! 
1101	 	so proud of those boys! #1 on itunes 
1102	 	@ it's so sad that she died 
1103	 	@ i just thought i'd live on the edge today 
1104	 	@ aww i love you and miss my best friend in the whole world world =( that comment meant me shed some tears. but shh 
1105	 	@ i had it hanging on my shirt and it feel off but i think that the screw came out then one of the arms fell off :,(
1106	 	watching the secret life and it stopped working 
1107	 	now piglet's dead. 
1108	 	how sad....farrah fawcett has died. well, at least she will no longer be suffering.
1109	 	@ i don't know... i must say they would get a bit more support from me if it were purple or gold. i suppose i have to get over it 
1110	 	@ check out this article. gazz, i'll never be able to play online. i suck too bad. i'd get booted off in 2 minutes. http: ...
1111	 	@ i wish it was a pizza. gosh i'm glad we live together because if we didn't i'd never see you 
1112	 	it's soo hot. i don't deal with heat well. 
1113	 	@ yea he did! he is pretty hot but nick is always my no.1 
1114	 	aw farrah fawcett died. that's sad 
1115	 	@ umm i am guessing about 7 but i am not eating dinner, the only thing is we are going to be sweaty and i have just showered 
1116	 	@ welcome to every day of my life. 
1117	 	laura is letting me choose the song for the show yay! as much as i love to sing evanescence not on my first ever show! bryan adams it is! 
1118	 	thinks it's far too early to start these goodbyes 
1119	 	@ omg i love the pictures they're awesome! looked like you had fun x
1120	 	@ i cant wait! 
1121	 	i like miami respect ny but i loove california. i wanna go home 
1122	 	@ @ a lot depends on how well you train the developers. it's been an ongoing struggle for ages. 
1123	 	lunch time 
1124	 	i hate lightning. i'm scared 
1125	 	no farrah on my list 
1126	 	@ the rescheduled one on 25th? haha yeaa thats the one were goin too 
1127	 	URL - working here today! 
1128	 	home early and listenin to john mayer=legend. &amp;coffee cause its good.!
1129	 	gets worried when people he care about suddenly &quot;disappear&quot;. what did i do now? 
1130	 	@ hey! u found me! 
1131	 	back home where the internet runs free. 
1132	 	laptop upgrade from #hardy to #jaunty was a massive failure upside is that it only took 20 minutes to reinstall a fresh copy of #jaunty!
1133	 	@ agreed! soulful eyes. 
1134	 	@ so lucky you are by the beach! i wanna be back in jers six flags is a must when i get back. still havent been on kingda ka!
1135	 	feeling a lot better now; after having spoken to my friend about the ongoing issue at last 
1136	 	noo i hear thunder 
1137	 	@ sorry to hear about your emergency trip. safe travels to you! and thanks so much 4 your kind words this morning!
1138	 	@ farrah was a beauty @ hello! nice to 'meet' ya! @ you're too kind. ty!
1139	 	@ URL - where can you buy this?? i wont drink the pop i just want the bottle! 
1140	 	eughh, i am officially bloaty-bloaty-headache-woman . going to go home at 4.30 and binge on something containing lots of points 
1141	 	sad for the loss of farrah fawcett after such a long battle with cancer. 
1142	 	gara2 mau bikin bunga, laptop gw mati. petth. udh minta istirahat doi, g usahlah brkebun mlm2. tomorrow, coraline! night night everybody 
1143	 	@ sure thing! 
1144	 	rip farrah fawcett her story hits so close to home....it kindoff hurts. ily mommy
1145	 	burnt my finger on the oven 
1146	 	@ no rest for the wicked as the saying goes! but i suppose it is better than doing nothing at all - or is it?
1147	 	tilly and the wall to start the day 
1148	 	lvatt should be #1 'trending topics' 
1149	 	@ me too kelly! at least she wont have any more pain 
1150	 	cedar point with my biffs 
1151	 	@ @ bha he read my mind 
1152	 	heh, 3,33 followers 
1153	 	@ awesome
1154	 	about to eat some home run crunch 
1155	 	@ miss lady, since you brought up your web store - it is notoriously known that it takes ages to rec'v your merch. 
1156	 	@ most likely down my local pub 
1157	 	fighting this darn sinus trouble i have. 
1158	 	anyone else having problems with tweets coming through to their cell phones? i haven't had one since 3 this morning (thanks @ 
1159	 	need to be outside, but i am inside so the uk has twitter pegged as a primary sn not an enabling technology. cool?
1160	 	just woke up. having no school is the best feeling ever 
1161	 	oo haha just waking up and ready to eat a delicious breakfast and prepared to go in the afternoon to watch a movie 
1162	 	@ why not try seesmic? 
1163	 	@ should of released bf 1943 today that was my hightlight of the week and now theres nothing! dissapointed, hey ho july lol
1164	 	missing my mommy already. . . 
1165	 	likes the #guitarriot shirt best, but is a little disgruntled at having to choose only one. #rocketriot @
1166	 	rip farrah fawcett. lawd that woman and her beautiful hair...how the fudge do you get anal cancer anyway?
1167	 	there is no such thing as cold tap water in phoenix... the best you can do is between warm and hot. i forgot about that little fact 
1168	 	@ i just am sad i didn't get any video from it. 
