ID	sentiment	sentence
4393	pos	URL - with my mom and cousin guia. 
4394	pos	is just about to do some uni work...need energyy woop
4395	pos	URL it comes in the live bundle of apps. 
4396	pos	great ? URL
4397	pos	a day of laundry and housework - oh joy! hope you have a great day xx
4398	pos	@ no problem, sir! have fun 
4399	pos	aesthetically the g1 is an unenchanting organicaly shaped dull piece of black plastic, its when you turn it on that the fun starts 
4400	pos	webdotwizards night at the rushworth community house - webdotwiz is here early 
4401	pos	@ depends if you add 'because the salary is laughable' after it... 
4402	pos	@ thx. 
4403	pos	next time i won't be all enjoyed for a bill or all th audio message... still cutie voice... but no news anyway, thanks for trying lol
4404	pos	@ now you have to ask danny and jordan, and all tweeters will be happy 
4405	pos	@ i like a coke now and then; but the flavored ones suck. if i want a flavor in my coke it will be rum with a slice of lime. 
4406	pos	@ u mean twitter sri lanka? eg- twitter.lk ? 
4407	pos	#heyxboxlive probably need to sleep, got college classes to go to tomorrow. goodnight xbox live and all the folks at microsoft! 
4408	pos	@ URL the videos,comment&amp;suscribe!! &amp; follow me , cheers x
4409	pos	@ it is now at the viaduct ok 
4410	pos	great meeting about how to integrate existing social networks into a stand-alone game world,and viceversa.you'll see cool stuff from us 
4411	pos	@ when you have a podcast that promotes podcasts that might happen 
4412	pos	is downloading themes for her phone. URL
4413	pos	@ ? i need a box of tissues every show ? luv it 
4414	pos	@ yay us!! 
4415	pos	@ was i disturbing the last time i chatted with u in ym?? my ym is corinamarie0403 
4416	pos	@ heck yeah! bullets is a reeal oldie but goodie 
4417	pos	cleaning the room for passover, after a full day without internet i'm feeling now at home 
4418	pos	@ aww, i wish i'd been looking out the window - or on the balcony doing something silly. 
4419	pos	just got back from the hairdressers 
4420	pos	@ oh i can guess who started it lol. yeah i'm good thx. hope you have a good day 
4421	pos	@ you must think of alternative topics to post on twitter from facebook. i'm shocked at your lack of effort for a new twitterer 
4422	pos	happy birthday @ of the interwebs 
4423	pos	@ err no not quite. wasnt feeling that good lol but never fear i will be there 2moro 
4424	pos	this weekend was pretty interesting... got lost for 2 hours/got my lip re-done/spent the night at melina's 
4425	pos	has a new ikea catalogue this is exciting! 
4426	pos	feel like saying what he previously said to me but i's not a beeyatch. har har.
4427	pos	@ sweet. will email you a shitload of awesome mcshep recs asap. 
4428	pos	goodnight world ... ...
4429	pos	the last squeeze - unsubscribed from URL newsletter, landing page had a full page banner ad 
4430	pos	@ probably not - but it's a good excuse to whack an extra 10% on your price 
4431	pos	@ omg i cry every time too! the first time i saw it i literally had tears running down my face. how embarrassing 
4432	pos	@ i will take a look now 
4433	pos	@ shipping doesn't sound fun, but try to enjoy it 
4434	pos	@ nope, their accent and manner of speaking sounded like it! 
4435	pos	volvic apfel ... mein top fav @ the moment 
4436	pos	@ URL the videos,comment&amp;suscribe!! &amp; follow me , cheers x
4437	pos	brr.... i'm so cold, but i love it 
4438	pos	now thick as theives is playing 
4439	pos	@ thankfully.... *long may it last* 
4440	pos	@ i use the tv plus app and it works 
4441	pos	@ yeah there are so many of us angry feeters tim's that good lol... i have been good i go on i just havent posted for a while
4442	pos	@ hehe, you got till the end of week 
4443	pos	@ that's put me in the mood for a barbecue 
4444	pos	@ aw! sounds like you need a hug... um, that came out creepier than i'd planned. sorry for the loneliness! sleep well! 
4445	pos	@ that sounds like a step in the right direction. keep us posted on how it goes. 
4446	pos	@ yes he asked and i sent him already. few days ago 
4447	pos	enjoyed reading about elisabeth lahr in bergens tidende this morning beautiful.
4448	pos	@ hahaha @ made it much more entertaining, ryan just had a big grin on his face, and i watched through my fingers 
4449	pos	@ go the cookie option! also, fyi - hugh jackman is on twitter: @
4450	pos	@ she speaks very highly of you as well. twitter is never bad for business! 
4451	pos	hallo tweetfriends....its now in germany 11:08 in the morning 
4452	pos	busy busy day! bathroom is progressing well though 
4453	pos	@ oh so that's what u'll miss! hehe! can u say alcoholic? lol! 
4454	pos	my cat is happy so she's drooling from 3 places of her mouth. i love felix 
4455	pos	gettin off the internet... gonna finish my hair 
4456	pos	@ we can all have a fun ladies night! anyone can join! 
4457	pos	@ how's the ski jumping going? have you beat the missus yet? 
4458	pos	@ looks like u found all the beer 
4459	pos	@ pardon was just a little ad i�m currently testing twitter a bit, didn�t want to confuse anyone!
4460	pos	@ bon courage pour magento ! 
4461	pos	@ URL the videos,comment&amp;suscribe!! &amp; follow me , cheers x
4462	pos	my cowley road e.p. has been re-released on itunes! if you don't have it, get it! 
4463	pos	@ the one we were looking out for? 
4464	pos	@ welcome to the &quot;twittersphere&quot;! (i like your name for it it's fun but can get super addicting 
4465	pos	tellin two of my bffl�s to sign up here 
4466	pos	@ URL the videos,comment&amp;suscribe!! &amp; follow me , cheers x
4467	pos	is awesome i do believe you're all jealous. but i sorta dont wanna go to dancing tonight. someone else drive me?
4468	pos	@ buy an mac yay
4469	pos	watching ellen show... 
4470	pos	@ it wont be miserable for at least 2 weeks tho 
4471	pos	i took a twitter break, now i'm back 
4472	pos	@ @ *giggless* ya'll are awesomesauce 
4473	pos	morning, just watching 90210 from last night. waiting for a text from my friend! 
4474	pos	@ haha 2 am lol omg im freezing too!! haha
4475	pos	bed time! 
4476	pos	thanks to everyone who's sent me work this year... you'll pleased to know i've just planted 85 trees in india with some of the profits x
4477	pos	and that's why we are in the classrooms working with them. right?
4478	pos	@ 10x man any tips or ideas?
4479	pos	@ i know that's real. my bf fell asleep &amp; i'm editing video... xo
4480	pos	@ misery loves company 
4481	pos	disneyland was great! ... got to go and pick up the kitties in a minute ... ?
4482	pos	@ just added a little more grist to the mill 
4483	pos	does anyone know where i can buy piano sheet music for the script? because i'm reluctant to order it online if i can buy it in dublin 
4484	pos	@ yah, hope so btw. if you want to, we could do dinner this thursday
4485	pos	@ but the dip keeps following me! neh gaat alweer stuk beter gelukkig. just one of those days!
4486	pos	arreeyy.. mad - o - wat..i'm wit u.. coz maine bhi.. intro hi start kiya 
4487	pos	@ just some teething problems, my new house &amp; i will be friends 
4488	pos	@ i love your shh tattoo - did it hurt? i think i'm gonna get it 
4489	pos	@ are you expecting? 
4490	pos	good morro! i had a dream that i was banned from ggui 
4491	pos	eating pre-peeled oranges, too lazy to peel my own orange. 
4492	pos	@ thanks. it's certainly better than it was midday yesterday. at one point i was walking around like kryten from red dwarf.
4493	pos	i have chorus today. that makes me happy 
4494	pos	oh shit!! this could get out of hand and theres no dancing at my place!! no hoe down, no shindig! nada 
4495	pos	@ hi hi 
4496	pos	@ thanks bro.. baru dpt login wc td lps reset password balik.. 
4497	pos	going to the toilet cause i have to take a leak for over an hour now. 
4498	pos	home. had uni today, got results back :hd, yehh! its been 3 yrs, why am i always thinking of the wat ifs?
4499	pos	@ celebrate my bday on klg's anniversary bday shout out! can't wait to watch!
4500	pos	@ i could but then there would be too much people around admiring me can you send me the address of that cava bar pleaase?
4501	pos	@ fingers are firmly crossed for you, any advice, give me a shout 
4502	pos	ok, everyone who's racing this weekend, dm me with a picture of your car &amp; the make and model. i'll put it all up on my blog 
4503	pos	bye bye!! going to sleep!! (finally!!) xdd :-d :-p
4504	pos	@ uh oh you're in trouble 
4505	pos	@ i'm all for the fair tax, or bush's deficit back. something! 
4506	pos	searching for a good dress, any care to help me? 
4507	pos	@ hahas sucks to be you 
4508	pos	time to fly! ord-dca-ord-clt 16hrs clt-ord-iad-mco 13hrs mco-ord hm in time for date night 
4509	pos	@ what about blur - song #2 ?? 
4510	pos	is glad she got changed 3 times this morning xd its lovely &amp; sunny 
4511	pos	just broke 10,00 in xbox 360 achievements 
4512	pos	@ np? lol. hhmm will danny and jordan join in? danny maybe jordan, me hopes not. 
4513	pos	eating as usual....cant wait for pogo thursday night! whoop 
4514	pos	@ watch out for the 2pm brick wall that jumps out at you once the caffeine rush ends 
4515	pos	@ glad to hear you're making the switch. you will not be disappointed 
4516	pos	@ so true- nothing induces madness like trying to figure out why ppl do what they do hope today with yr little one is wonderful x
4517	pos	...going for a four-mile night run....around the old b-52 bomber on andersen. gotta tape my ankles!
4518	pos	@ hb! 
4519	pos	my is school comtuper chat makeing 
4520	pos	@ love the new song. and the chorus is real nice and catchy. gud job. who did the track and recording jordan?
4521	pos	got a &quot;thing&quot; for doctor chics. 
4522	pos	still listening to some great music i got yesterday. amber pacific is awesome!! 
4523	pos	i think it may be time for some really dirty songs from nickelback lol 
4524	pos	@ URL - take care guys..!! 
4525	pos	i have forgotten how much i love my nokia n95-1 
4526	pos	yumm jeremy kyle and a bacon sandwich 
4527	pos	@ nice pictures! glad your having a good time!
4528	pos	@ narrated by dave smalley.....my hero....this cannot go wrong 
4529	pos	when my bottle pop shake me!.. 
4530	pos	ah.... 90's pop was so good 
4531	pos	hello, world!! tis my first tweet 
4532	pos	@ URL the videos,comment&amp;suscribe!! &amp; follow me , cheers x
4533	pos	gonna go cut up some chickeen 
4534	pos	i will have a stan chart card not because i want it but because its the only way for me to access money that i have earned 
4535	pos	waiting for the train so i can go to ellen's and have fish pie for dinz! i have been waiting for this moment all my life 
4536	pos	@ the road's not the widest and smoothest, but there's some great clear views on the way up if you turn your head to the right 
4537	pos	@ alrite thanxx 
4538	pos	feel like running away, far away, in a great place where no one can find me. 
4539	pos	@ see ya anastasia!! have a marvellous day 
4540	pos	enjoyed the n-dubz gig last night - and it finished early which is always a bonus 
4541	pos	200 words over with still more to write, lame. burritos for tea 
4542	pos	URL - edit = my mood 
4543	pos	@ nope, ahm.. preps for props 
4544	pos	@ URL the videos,comment&amp;suscribe!! &amp; follow me , cheers x
4545	pos	@ my commiserations, is it as bad as i had heard it is? 
4546	pos	and as we turn and look to the future..... very interesting times ahead 
4547	pos	@ managed to fix broken moss in 2 min and save demo. well done #spbpuk
4548	pos	@ lucky for me i'm going to see that show in ny i hope that you will bring it to europe too in the fall. i'll be there too 
4549	pos	is kicking back with a beer and watching, of all things, a tacky chick flick...eh....we gotta do it now and then 
4550	pos	@ we just got a picture with my boyfriend. thats what that is 
4551	pos	vacancy starring kate beckinsale and luke wilson gonna watch it fariah lynn rocks !
4552	pos	@ i almost feel bad for my next post. almost. 
4553	pos	morningg how am i just up now when my alarm went off two hours a go...
4554	pos	@ ahh yeah i was, but their updates were boring me so &quot;unfollowed&quot; them. you'll have to win and take me on holiday 
4555	pos	@ he should tell them that his sister fixed it 
4556	pos	@ welcome bro! 
4557	pos	@ stop speaking in such a sophisticated way please. it's hard for me to keep up!! 
4558	pos	@ URL the videos,comment&amp;suscribe!! &amp; follow me , cheers x
4559	pos	@ will keep that in mind, thank you for the tips! 
4560	pos	thanks for the photo @ 
4561	pos	had a wonderful day today 
4562	pos	@ shouldn't that be life in the 'car pool lane' my friend ? 
4563	pos	@ liking it 
4564	pos	quite bored reallyy :| on the phone to my baby x
4565	pos	#twinelis = wine + food + nice people having fun today at 7pm at delidelux
4566	pos	@ hello back at ya and thank you!
4567	pos	@ have fun! bet you unearth all sorts of goodies!!
4568	pos	@ thanks david 
4569	pos	my sleep was disturbed. i am looking to end a career today 
4570	pos	@ haha URL i had amazing pizza 2day for much after my photoshoot =d i will take u out hehe..u gonna answer ur fone 2night? xx
4571	pos	@ he he! thanks 
4572	pos	@ and a following four day week 
4573	pos	last few hour in england... 
4574	pos	URL just made a new fluid icon for use with @ 
4575	pos	@ heh heh but you cld use it for anything almost lol 
4576	pos	data.gov comes to life! (even in the form of a jpeg image - all great things start like that ) URL
4577	pos	@ about time that mc flipside mix came out, its soo good 
4578	pos	@ cute 
4579	pos	late night gaming with the guys. fun times. [yesterday was a giddy day, too] &lt;3
4580	pos	@ hope you had a fun time mate 
4581	pos	really good and helpful about the various crisis in the dc universe - i have read them all URL
4582	pos	@ looking forward to the new website 
4583	pos	@ @ isn't the best twitter client for me. it's the simplicity and all-in-1 that makes me love it 
4584	pos	just watched chuck, going out with mel soon 
4585	pos	@ nah- you're not unfortunate- i dont eat that stuff cause i want to live a few years longer- you're one of the smart ones 
4586	pos	@ hi thanks for the follow! did you finish fob trail?
4587	pos	everyone follow kade 
4588	pos	@ hey remember me! i watched your car so you wouldnt get a ticket after minskeys. you're still fabulous. 
4589	pos	@ wherever the day takes us! on route to youlgreave at mo, sun is waking up!
4590	pos	after sickness back to work 
4591	pos	@ that is pretty awesome! it makes me want a smart car now! (and a cup of tea) 
4592	pos	@ aww, you'll have to use twitter for company 
4593	pos	tom chaplin marry me please. i melt for you hahaha.. o and pearshapebodygirl stopped talking to me! yes! 
4594	pos	@ if you have any questions feel free to email us at sales@jshop.co.uk or send a dm on twitter 
4595	pos	@ that is opt-in dm invites! 
4596	pos	can't find any nice words for a .tel domain URL haha 
4597	pos	@ so far it has been all shopping more again today heehee what u up to?
4598	pos	@ yup me too 
4599	pos	cool URL ;_)
4600	pos	@ have you had your hair cut? it looks really good 
4601	pos	@ thx 
4602	pos	getting ready to take kids to the farm 
4603	pos	2 drunken besties stumble into my room and we run around with sober cj and drunk hope knocking on doors. good times at 3am. 
4604	pos	right, laters everyone i am off for my next bowen treatment, will be gone a few hours, have a good morning 
4605	pos	@ how did the interviewing go today? did she get your seal of approval? 
4606	pos	@ do you like spongebob? &amp; only like 17 days until mcfly edinburgh, then the next day glasgow then the next day newcastle, yaldy 
4607	pos	@ you dont have to bring anything - it's yr place #katesparty
4608	pos	good morning! 
4609	pos	says just watched mall cop. URL
4610	pos	thinking of a hamsty bank account. that's a good idea to save. (^.^)
4611	pos	@ ok thanks! i am not getting off twitter just yet. 
4612	pos	@ hey, it's 5 am...give a girl some credit for trying. 
4613	pos	is going to take a nap before going for bm tuition. 
4614	pos	@ tweet dreams 
4615	pos	@ i really like the photo. nice interview, too 
4616	pos	long. live. life 
4617	pos	can't wait until the new star trek movie comes out, looks good 
4618	pos	@ yeah i watched your blog tv today.. my wife was the one who told you i wanted you as a pet lmao.. have a good night
4619	pos	@ im gonna watch t.m. 2 c wot they hav 2 say bout twitter, yor show was brilliant as ever this mornin - katie x 
4620	pos	while im fuckin at it, URL buy a shirt please 
4621	pos	@ interesting, a digital engagement peep. good to know they're engaging with people at the coal face. 
4622	pos	fuck it, i can't sleep! going shopping today 
4623	pos	@ but 26 characters? yr last tweet wouldn't have made the cut... 
4624	pos	landed in belfast. it's wee this wee that 
4625	pos	@ nah, i think going sideways is best, really helps when dodging bullets 
4626	pos	@ i'd like to be linked on your site URL
4627	pos	back home and finished dinner. just stopped by for a minute, still much to do tonight! be back later 
4628	pos	@ you're welcome! it was a great way to be introduced to your music 
4629	pos	@ have you been overdoing the william gibson novels? 
4630	pos	is off to dundrum with martin 
4631	pos	@ hahah yeah see i told you! coffee bean's chocolate ice blended is way better! let me know how's the show tonight 
4632	pos	haha flight of the conchords was so bloody hilarious last night 10/10 chur chur
4633	pos	@ i'm great.somebody said&quot;u speak out of the right side of your mouth&quot; oh,it was random.i think you have sweet talking,dear 
4634	pos	@ night kelly x
4635	pos	@ we are planning our first one this year, egg hunt that is 
4636	pos	@ yeah, cool bookshelves i've got the one with the various books that are pinned to the wall 
4637	pos	@ our barefoot range is a great alternative when you need to wear shoes. they allow you foot move as though it were barefoot 
4638	pos	asking everyone to send out happy 'head-first' vibes to @ 
4639	pos	hahaha how is everyone?
4640	pos	@ thats a big one! 
4641	pos	@ i like the picture 
4642	pos	@ aww sweetness! but he's still a cutie! 
4643	pos	everyone should follow me and feed me mexican everyday!
4644	pos	@ : have a nice day to 
4645	pos	1/2 hr debugging for a css problem on a colleague's computer, before i remembered that i installed ie8 on my pc a couple of weeks ago 
4646	pos	checking out virtual box, looks quite nice 
4647	pos	@ thats on gh3! send it later?? since you completley missed fridays lyrics ;)
4648	pos	@ 
4649	pos	@ thanks for the help, i have realized that now i need you to make it work.
4650	pos	i'll be in london today. wave if you see me 
4651	pos	@ watch this space. not sure how viable it is yet. possibly though 
4652	pos	trying to find something formal to wear in a casual closet, jeans and popculture shirt will do good enough. 
4653	pos	@ ?? 
4654	pos	noticed something interesting about this emoticon: vs d: totally different emotions, only difference is the placement of the eyes...
4655	pos	@ they don't do them in my size how r u?
4656	pos	just bought 2 new reads - the ten commandments for business failure and more softies: 22 new friends for you to sew and crochet 
4657	pos	@ oh pants! i'm hanging out with the old folks back in england defo b up 4 1 when i get back. tho 
4658	pos	won my first game of settlers ..and i didn't even realize i could have won the pound before haha
4659	pos	because of you-reba mcentire &amp; kelly clarkson 
4660	pos	@ lol supp it aint fucked 
4661	pos	coming home stoked bears this afternoon with mikeyj, alton towers tomorrow.
4662	pos	@ moody woods is absolutely awesome 
4663	pos	checking out twitter to see what i have heard is true 
4664	pos	i'm going to buy my slam dunk ticket today 
4665	pos	@ lol. URL is your friend! 
4666	pos	@ i hope you're planning a kennel launch party 
4667	pos	when will !pidgin integrate otr-encryption as a standard component like !adium does? i will really appreciate that! 
4668	pos	@ ohh sending loads of positive vibes your way 
4669	pos	@ URL - oo i remember this one. picnic on the top of sennen with your burnt sausages 
4670	pos	good morning twitter-world! 
4671	pos	@ ooh! i've never been to the alameda flea market. must check it out. thank you 
4672	pos	@ aww that's really sweet of you, i hope you will come back to the uk, would be great to see you again xx
4673	pos	@ with mainstream media's reporting &amp; the increasing occurrence of the fail whale, you know eventually your friends will catch on 
4674	pos	phone againn 
4675	pos	@ recorded what? 
4676	pos	@ &quot;i friggin love you!!&quot; -ron burgundy, riding a unicorn 
4677	pos	home sweet home shower time
4678	pos	mhm up. ohh early for me!- &amp; i feel like whatching open arms again [by gary go] 
4679	pos	support for making the world better place 
4680	pos	@ had to follow after reading that tweet about &quot;why is it that every second ...&quot; 
4681	pos	@ thats right unc!! what a game...
4682	pos	@ ::thas good...i think i might go have fun too 
4683	pos	nearly holidays on the other hand.... camping d: d: d:
4684	pos	1300 words... 
4685	pos	@ dunno what u just said but i like it 
4686	pos	@ o yes i am for sure! am soo happy that he checked it out again... what time ?..onish? jaah ! lolm !
4687	pos	showcase quick @ vip romm on thursday 
4688	pos	@ joordan happy birthdaay enjoy the day and party a loot !
4689	pos	@ @ i think he got our descriptions mixed up bugmum either that or you gotta tease him more, treat em mean.....
4690	pos	feeling very happy with the giant box of chocolates that arrived this morning. easter is a wonderful but underrated holiday 
4691	pos	@ and then i stole that shirt. and sold it on ebay 
4692	pos	@ happy birthday, eat something good 
4693	pos	f&amp;@k the weather!! i'm in paris! let's go have a beautiful day 
4694	pos	@ hmm...not good...carrot juice and marmalade on toast may help? 
4695	pos	@ haha me too! it reminds me and my daddy of the monkee's old show same here can't wait! lol. whatt?
4696	pos	@ that penclip is soo cool! 
4697	pos	@ no, just one shortly before the soap awards judging starts.... 
4698	pos	@ @ thanks 
4699	pos	if any of you are having a boring easter, then send me a note on msn i love to chat with people. my msn is ninaalbertsen@gmail.com
4700	pos	photoboth is black and white. and wayy old. we call him herbert lol. i love him, he's like a living legend. gotta love berlin &lt;3
4701	pos	off to the bakery to buy yummy stuff 
4702	pos	@ n i got yr pic posing in the server room .. 
4703	pos	love the way skype fades music back in when a call ends... i'm so easily impressed 
4704	pos	'and you can tell me that you're sorry but i don't believe you baby like i did before... you're not sorry' 
4705	pos	a day researching prices for a buffet mrs cm is doing on friday. heard yesterday that the deal for our new shop is finally progressing 
4706	pos	@ whoa i want some too 
4707	pos	sitting in the sun, baking in 30 degrees - wonderful 
4708	pos	is watching some of his old stuff on youtube... ahh the memories 
4709	pos	showcase quick @ vip room on thursday 
4710	pos	overwhelmed and enjoy it 
4711	pos	@ thanks matt, i'm glad you like it ... no algorithmic music gigs planned so far though 
4712	pos	@ 
4713	pos	ooh. snowboardlite is such a fun app. 
4714	pos	@ it is. the pizza place is standing room only around dinnertime. they had a pizza named after me, the woo. 
4715	pos	@ could be - mine grew out, down my back and then all fell off 
4716	pos	horror scope: &quot;doing boring desk work will take constant mental readjustment now&quot;. and that's different from every other day how?! 
4717	pos	busy day...update tonight 
4718	pos	oh yeah i forgot... what colour dress should i get for the ball?? the theme is &quot;las vegas&quot; , please reply
4719	pos	@ - good morning! 
4720	pos	@ he is a son of one of my friends 
4721	pos	@ &quot;ice&quot; why? 
4722	pos	@ a friend i knew online from last night finally added me up on his messenger. 
4723	pos	@ typical metro, can't even get that right. 
4724	pos	caffeinated and happy 
4725	pos	installing meebo at URL now you can talk with me when i am online. 
4726	pos	@ having 100+ slides again 
4727	pos	@ nah, aus pc is more salesy (best left to the sales guys). we have 6 of the team going from aus to vegas in oct. wwpc's my scene 
4728	pos	@ ooh, that's lovely 
4729	pos	#totd faves: time for bed...have a good night/day ...see you in the am...if you...: faves: time for bed.. URL
4730	pos	@ i loved you on chelsea lately!! 
4731	pos	spent 1 day doing 'research' ... i'm feeling great! an achievement! =d
4732	pos	@ cool stuff! 
4733	pos	where are the easter eggs 
4734	pos	@ awesome!! can't wait to see it!! 
4735	pos	is about to do paper works at the eve of his birthnight! URL
4736	pos	@ lewis 
4737	pos	@ hy cole.i come from germany and my biggest wish is to have contact with you.i know that i never can see you but it�s ok. 
4738	pos	i feel sorry for my 64 followers, cause my posts probably take up their entire page 
4739	pos	@ photoboth is black&amp;white. and wayy old. we call him herbert lol. i love him, he's like a living legend. gotta love berlin &lt;3
4740	pos	busy times at elstree studios. new arrivals include, murderland, secret diary of a call girl - re-uniting the rubins - huge - sainsburys 
4741	pos	is chilling wit my boy 
4742	pos	@ a friend i knew online from last night finally added me up on his messenger. 
4743	pos	@ nope, you just caught me, cheers, i'm sure i will. hope the sunshine holds out for you 
4744	pos	is on the train more shopping yay
4745	pos	@ 5 but my italian is basic for now
4746	pos	had a good start today! 
4747	pos	@ my mrs is always telling me off for this - sit and enjoy the moment instead of trying to take photos of it!! 
4748	pos	@ i was pretty sure that you were checking new tweets on your iphone during the meeting 
4749	pos	@ i didn't want to eat other's foodd!! dun make me sound so bad lah! i just have another crave for food...that's all 
4750	pos	is going to get some cereall will be living off lucky charms next week! woopwoop!
4751	pos	@ it's just a toolbar with a set of functions, not very special. actually it's not that specifically useful for a translator. 
4752	pos	@ ...it will only get worse come winter. the chai at the goldfish bowl is the best out!
4753	pos	@ good routes here URL was today's ride. 2 laps!
4754	pos	in the photoshop 
4755	pos	we had a visit from our lovely zone head today .... nice 
4756	pos	now scribes can't wear their shoes to any press conference, thanks to jarnail singh... 
4757	pos	cool, i've got more followers! people are interested..... 
4758	pos	@ i second to that ian - thank you 
4759	pos	downloaded the pollock app, i quite like it! drew a flower lolz URL
4760	pos	@ heh heh dirty is always good gurl! i like how you think 
4761	pos	mm mummy's culinary skills has been improving. smells so good! i'm loving home cooked food!
4762	pos	@ uugghh. was that chinese or english? 
4763	pos	@ hi cutie welcome to the twitternation
4764	pos	@ good morning! feeling happier today? 
4765	pos	@ you've come to the right place. i own an office interiors company! how big would you like your desk?
4766	pos	@ who is @ i like maotai spirit very much! 
4767	pos	i wish i still had my simpsons shower radio. 
4768	pos	@ wow that was an experience you don't need to see repeated again glad he is ok. 
4769	pos	just waking up and can't decide what drink to have for breakfast &amp; some people are becoming twitter addicts, its funny 
4770	pos	happy birthday! 
4771	pos	@ yeah i saw. i'm tempted to get into it but think i'll wait till the dvd set is out. i like to be able to gorge myself on it 
4772	pos	in the process of making doll no. 2 and it's looking heaps better and cuter 
4773	pos	here's my latest tune - URL leave a comment please 
4774	pos	URL - my bby is so adorable 
4775	pos	has anyone had an great success stories on twitter? if so, i would love to hear your story. dm me 
4776	pos	@ a revolution in household detergent introducing #kidscleaning get one now while stocks last 
4777	pos	@ : congratulations dave!! enjoy the little 'un! xx
4778	pos	besties staying tonite !!
4779	pos	@ hey ho, jared! i'm vegan too...hope you're all right 
4780	pos	@ ok then might not be for a while though?
4781	pos	styling hunting today in brick lane and west end later on today, and i need to get a canon 50mm f/1.8 lens at jacobs 
4782	pos	@ i am now, by .. um.. 2 woo!
4783	pos	morning everyone. 
4784	pos	@ i'm up for it! can't wait to here more details 
4785	pos	@ i sure will. 
4786	pos	@ i gained weight i'm one of those people everybody hates who can loose weight on a cake-and-cookies diet.
4787	pos	is a bit happier. she found her chanel sunglasses. 
4788	pos	going to bed goodnightt!
4789	pos	celebrating a minor banking triumph (that's banking with a b). got one to admit it was wrong 
4790	pos	@ nothing to congratulate for, it's just a task, but thanks @ i don't work in the maemo group
4791	pos	i get it woo 
4792	pos	@ eh...where got face off la...we are all kawans here. right or not, @ 
4793	pos	@ billie holiday - i love this one �t�ain�t nobody�s business if i do�
4794	pos	jon stewart loves twitter URL
4795	pos	our plans are coming together nicely! i am very happy indeed today 
4796	pos	my uni is playing potc outside and free hotx buns. i feel lovved 
4797	pos	@ me happy birthday! loving the foxy avatar pic as well serious party plans for the big day?
4798	pos	interesting night! i love my sisters 
4799	pos	@ too shy for that. plus he already stole my brain in my sleep. 
4800	pos	awesome song by press play on tape: URL geekyness at it's best 
4801	pos	@ good so far thanks, hope yours will treat you well too 
4802	pos	having sugar puffs for breakfast &amp; listening to mcfly, what a great way to start my day 
4803	pos	@ malese answered my question on twitter! check it outt on malese her twitter it's about youu !
4804	pos	@ enjoy i just can't get into it this season, but happy to know that you're getting your groove on.
4805	pos	@ totally jst started blasting atr at 10am dude. my mom is gonna kill me. but who cares! 
4806	pos	@ can i have yours? clouds have come in, i fear i may be too late to enjoy the weather
4807	pos	@ well, i must say, your comments have even got me thinking his hair looks rather sexy, so i doubt she has much chance to resist 
4808	pos	hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........bye! 
4809	pos	@ love the videos william new to twitter x
4810	pos	@ i got an openmoko freerunner and now and android g1 as well!! yay! 
4811	pos	@ i am looking for the berocca then all will be well 
4812	pos	@ pleasant is right thank u v8 ppl, ur the best!!
4813	pos	@ he's bo-ring! 
4814	pos	@ did u get lots of msgs from people sayin they recognised u in mail ysterda &amp; felt bad like me u wernt named? katie x 
4815	pos	@ haha, i havent seen that photo in aages. have you worked out mentions yet? 
4816	pos	@ it's fine if u'r smart and know it wouldn't be ok with music but what about those not so smart? they might think its ok :/
4817	pos	new holiday parade cd! awesome 
4818	pos	i'm twittering from my new iphone love it! 
4819	pos	take me to a place where we can have some fun and dance the night away 
4820	pos	@ it would do those things but i wouldn't imagine it doing much more 
4821	pos	i would really like a towelie towel thanks 
4822	pos	@ not even if i tell you it's 20�c and the sun is shinning ? 
4823	pos	@ do i have to bring my own short staff? its portable 
4824	pos	@ heroes 'poor parkman' - remember never trust a hero any episode now it'll all turn nasty 
4825	pos	@ yess !! i can't wait to get it zomg.
4826	pos	@ good for you 
4827	pos	healed malygos 25-man tonight. pretty intense fight! but we got him 
4828	pos	@ i sence hostility thought the sun was shining on mid-s-n today?
4829	pos	@ thinking of you. everything crossed turn baby turn!
4830	pos	good morning! its tuesday. automatically better than monday. almost payday, and closer to the weekend. 
4831	pos	katies my formal datee 
4832	pos	@ roxy: that's hysterical! what's your kitty's name? i hope you'll be watching at 6:30am! 
4833	pos	pardon my outburst. i'm just amazed at how wonderful my psp is 
4834	pos	@ maybe it's just a west coast thing, anyway, today i don't mind nice new pic btw
4835	pos	@ yah! thats why im still linked to the aol lady on my home page 
4836	pos	@ sparklers, glitter, condoms, chocolate, mini vodka, badges, magazine, crisps, mini wind up toy &amp; #discount voucher 4 dinner 
4837	pos	i am such a workaholic! made an appointment for monday at 11am. but monday is a bank holiday here... 
4838	pos	don't forget to watch @ at URL at 1 p.m. hawaii time (later on mainland!) tomorrow. i'll be there! 
4839	pos	@ any new music mixes? i'd like to hear some if you let me... 
4840	pos	@ welcome then 
4841	pos	heading back to the office now. harrow wasn't too bad, there was a caf� nero 
4842	pos	@ good evening sir,how is the travellin man lol 
4843	pos	@ internet says average blowjob lasts 20mins, at wa minimum wage of $17.60/hr for casual that rounds out to about $11.61 per blowjob 
4844	pos	@ hmm, my pearl had a fatal erro occur during a firmware upgrade, &amp; won't do anything including switch on. unbricking now 
4845	pos	anyone wanna buy me stuff online? i'll pay you in hugss
4846	pos	@ very much yes 
